Record_ID,Country,State_Region,Date,Happiness_Score,GDP_Per_Capita,Social_Support,Healthy_Life_Expectancy,Freedom_To_Make_Life_Choices,Generosity,Perceptions_Of_Corruption,Positive_Affect,Negative_Affect,Confidence_In_Government
HAPPY_002983,China,Jilin,2021-01-06,3.992,7328.8,1.599,56.1,0.982,-0.5,0.158,0.51,0.774,0.535
HAPPY_002665,South Africa,Eastern Cape,2017-04-27,4.621,26056.02,1.12,62.1,1.009,0.311,0.371,0.807,0.787,0.242
HAPPY_012261,South Korea,Jeolla,2024-06-26,5.115,6727.03,1.245,81.3,0.768,-0.275,0.44,0.712,0.139,0.292
HAPPY_010569,Brazil,Parana,2024-04-03,3.001,8804.34,1.121,57.6,0.959,-0.145,0.312,0.408,0.454,0.51
HAPPY_000841,Japan,Hokkaido,2016-03-15,7.768,12646.17,0.331,69.4,0.874,-0.055,0.578,0.434,0.269,0.436
HAPPY_000779,India,Delhi,2022-02-07,6.305,15474.84,0.73,58.6,1.112,,0.289,0.621,0.43,0.539
HAPPY_005901,Brazil,Bahia,2020-07-06,5.097,4823.05,0.37,71.3,0.678,-0.393,0.526,0.882,0.199,0.495
HAPPY_008585,South Africa,Free State,2020-11-13,6.87,2398.98,1.864,77.7,1.134,-0.016,0.256,0.356,0.399,0.559
HAPPY_004427,South Africa,Gauteng,2015-09-03,7.937,19467.32,0.491,79.5,0.804,0.219,0.301,0.793,0.268,0.629
HAPPY_015525,Japan,Tokyo,2017-02-01,2.863,28103.15,1.263,62.2,1.123,-0.5,0.153,0.442,0.45,0.231
HAPPY_014809,Brazil,Paraiba,2017-02-18,3.151,7185.83,0.229,61.4,0.715,-0.377,0.219,0.698,0.503,0.232
HAPPY_009336,Mexico,Chiapas,2022-02-18,7.572,5290.58,1.287,60.1,0.852,-0.226,0.311,0.802,0.044,0.254
HAPPY_015067,Turkey,Izmir,2016-02-05,8.074,9097.27,1.142,82.0,0.766,0.159,0.661,0.249,0.644,
HAPPY_015379,Japan,Tochigi,2021-08-14,,7674.45,1.766,85.0,0.799,0.36,0.433,0.669,0.086,0.818
HAPPY_000835,France,Hauts-de-France,2015-01-07,4.906,7529.68,1.898,60.0,1.044,-0.44,0.414,0.794,0.236,0.603
HAPPY_002548,UK,England,2019-05-17,6.049,16423.76,1.972,,1.225,0.414,0.398,0.603,0.129,0.337
HAPPY_011676,China,Hunan,2022-10-14,6.406,13451.15,1.061,85.0,0.788,-0.338,0.255,0.813,0.063,0.633
HAPPY_010327,Brazil,Paraiba,2024-11-21,4.428,57093.34,1.271,68.2,0.271,-0.481,0.243,0.88,0.14,0.85
HAPPY_014485,Canada,New Brunswick,2024-05-03,7.317,19224.71,0.521,66.2,0.397,0.025,0.704,0.464,0.254,0.224
HAPPY_012393,India,Uttar Pradesh,2017-08-28,7.102,11544.86,1.182,58.1,0.826,-0.127,0.255,0.664,0.428,0.472
HAPPY_000936,Spain,Castile and Leon,2020-02-16,5.71,6884.19,1.209,65.2,1.121,-0.192,0.261,0.46,0.648,0.553
HAPPY_001869,Russia,Nizhny Novgorod Oblast,2016-09-17,7.518,5110.02,1.626,85.0,,0.049,0.357,0.754,0.604,0.446
HAPPY_014904,Canada,Saskatchewan,2019-12-07,5.099,28360.95,0.281,80.3,0.794,-0.048,0.546,0.659,0.707,0.388
HAPPY_006489,Mexico,Zacatecas,2023-03-23,5.506,4478.11,1.324,45.0,0.809,0.5,0.246,0.208,0.26,0.095
HAPPY_005940,Italy,Campania,2016-08-25,2.648,12241.31,1.637,57.4,0.894,-0.265,0.602,0.866,0.437,0.9
HAPPY_011813,Italy,Piedmont,2016-04-02,4.673,21258.89,1.493,63.2,1.445,0.044,0.341,0.55,0.718,0.127
HAPPY_015445,Australia,New South Wales,2017-08-23,4.897,6134.88,1.082,59.2,1.156,-0.236,0.018,0.668,0.381,0.408
HAPPY_001431,USA,New York,2023-11-22,7.497,10160.32,1.083,83.2,1.254,0.025,0.416,0.93,0.282,0.09
HAPPY_012678,Canada,Yukon,2023-02-15,4.319,8622.2,1.6,76.7,0.536,-0.007,0.642,0.774,0.368,0.119
HAPPY_014956,UK,South West,2023-07-15,3.396,25943.02,0.9,46.2,1.446,-0.14,0.219,0.665,0.634,0.393
HAPPY_010572,France,Auvergne-Rhone-Alpes,2018-02-12,8.492,13908.68,1.03,85.0,0.804,-0.089,0.227,0.219,0.227,0.306
HAPPY_003898,UK,London,2021-08-11,6.026,25338.49,1.499,69.6,1.148,-0.16,0.771,0.644,0.194,0.15
HAPPY_012196,Japan,Kanagawa,2019-03-17,3.774,21167.64,1.586,85.0,1.192,0.404,0.217,0.909,0.724,0.443
HAPPY_003346,France,Corsica,2023-12-17,8.414,18340.71,1.754,45.0,0.551,-0.16,0.68,0.212,0.381,0.558
HAPPY_012601,Russia,Sverdlovsk Oblast,2016-07-08,2.572,14649.25,1.635,54.0,0.993,0.445,0.703,0.414,0.414,0.33
HAPPY_005250,Japan,Miyagi,2018-04-22,6.431,8444.36,1.992,68.8,1.095,-0.105,0.331,0.211,0.208,0.788
HAPPY_002827,Turkey,Konya,2024-06-24,3.571,13341.33,1.024,70.8,0.787,-0.081,0.577,0.288,0.374,0.271
HAPPY_015147,South Korea,Gyeonggi,2023-12-22,5.367,31342.62,1.528,45.0,0.269,0.197,0.605,0.886,0.331,0.552
HAPPY_015583,Iran,Kurdistan,2016-06-21,5.65,13520.7,1.233,52.8,0.76,0.129,0.45,0.739,0.206,0.429
HAPPY_015847,Mexico,Coahuila,2021-12-28,8.071,68030.03,1.744,54.2,0.984,0.098,0.353,,0.13,0.266
HAPPY_013692,Mexico,Nuevo Leon,2024-07-09,8.166,25595.69,0.682,46.0,1.016,-0.117,0.673,0.267,0.581,0.052
HAPPY_009629,China,Shaanxi,2015-02-06,3.685,1347.63,1.576,68.3,1.03,-0.296,0.483,0.394,0.322,0.497
HAPPY_005517,Turkey,Diyarbakir,2021-06-17,7.715,6222.75,1.956,61.0,0.853,-0.091,0.593,0.577,0.303,0.178
HAPPY_010775,Brazil,Amazonas,2015-08-16,4.602,4299.05,0.992,62.2,1.063,0.259,0.125,0.976,0.7,0.279
HAPPY_010984,Spain,Balearic Islands,2015-10-24,3.296,51130.8,0.904,59.0,0.932,0.209,0.464,0.816,0.702,0.825
HAPPY_003140,Mexico,Chiapas,2020-05-22,3.829,8819.6,1.296,48.8,0.786,-0.105,0.336,0.745,0.366,0.202
HAPPY_000587,USA,Florida,2015-03-08,4.981,5736.69,1.922,60.1,1.177,0.042,0.73,0.381,0.331,0.675
HAPPY_008909,Russia,Krasnodar Krai,2016-12-13,3.837,22982.72,0.994,84.2,0.691,-0.5,0.152,0.566,0.61,0.544
HAPPY_002118,Germany,Baden-Wurttemberg,2018-08-20,8.094,16723.62,1.89,50.2,1.339,0.141,0.105,0.867,0.788,0.088
HAPPY_004684,India,Delhi,2018-01-13,6.849,10025.35,0.828,59.5,0.52,-0.342,0.294,0.752,0.305,0.375
HAPPY_010241,UK,North West,2019-10-12,4.739,47810.44,1.983,45.0,0.859,0.01,0.608,0.765,0.327,0.259
HAPPY_002241,France,Ile-de-France,2018-10-11,5.105,13969.51,1.655,73.7,1.002,-0.332,0.58,0.609,0.522,0.553
HAPPY_014357,Brazil,Goias,2015-05-12,8.327,10689.74,1.819,61.8,0.866,-0.036,0.521,0.608,0.239,0.631
HAPPY_013942,Mexico,Mexico City,2021-05-20,8.292,19461.37,0.77,74.9,0.866,-0.117,0.142,0.945,0.164,0.299
HAPPY_000610,France,Provence-Alpes-Cote d'Azur,2015-02-09,6.05,9043.92,,70.5,1.142,-0.074,0.135,0.395,0.497,0.843
HAPPY_001670,Mexico,Nuevo Leon,2022-12-23,5.053,20475.72,1.576,58.5,0.734,0.097,0.168,0.464,0.579,0.312
HAPPY_006621,UK,England,2019-04-18,3.208,3671.17,1.019,55.0,1.141,-0.457,0.249,0.228,0.7,0.635
HAPPY_008316,Turkey,Istanbul,2022-09-18,,14100.6,0.79,73.3,0.798,-0.472,0.146,0.475,0.574,0.123
HAPPY_002269,UK,South East,2015-11-04,3.477,5719.95,0.944,67.9,0.624,-0.396,0.441,0.603,0.214,0.476
HAPPY_000429,Canada,Newfoundland and Labrador,2023-04-21,4.374,1879.65,,56.0,1.134,-0.189,0.042,0.486,0.761,0.856
HAPPY_010338,Japan,Niigata,2022-12-24,6.868,17848.44,0.987,54.8,0.612,-0.166,0.671,0.692,0.511,0.403
HAPPY_011428,China,Jiangxi,2017-04-21,8.4,6350.74,1.72,68.7,0.593,-0.215,0.959,0.873,0.168,0.281
HAPPY_010098,France,Normandy,2023-03-05,4.808,5427.54,0.417,59.4,0.761,-0.183,0.288,0.148,0.661,0.271
HAPPY_003637,Canada,Nunavut,2015-05-24,6.426,12452.5,1.497,66.4,1.244,-0.084,0.184,0.987,0.631,0.308
HAPPY_006717,Australia,Western Australia,2017-05-17,5.921,9080.24,1.615,68.2,1.32,-0.12,0.264,0.74,0.132,0.657
HAPPY_005903,Canada,Newfoundland and Labrador,2024-11-21,3.952,7690.15,1.056,45.0,1.004,0.159,0.549,0.525,0.336,0.302
HAPPY_008416,South Korea,Busan,2018-11-02,8.367,4587.34,,85.0,0.478,-0.294,0.235,0.614,0.348,0.577
HAPPY_007637,India,Haryana,2024-09-13,8.164,19820.44,1.372,55.8,0.5,-0.354,0.262,0.701,0.561,0.385
HAPPY_010570,South Korea,Gyeongsang,2023-03-24,7.364,12170.64,1.196,64.9,1.359,-0.168,0.734,0.223,0.55,0.116
HAPPY_004250,Canada,Quebec,2016-01-28,7.953,22900.5,1.468,73.8,0.295,0.317,0.323,0.596,0.285,0.479
HAPPY_005666,France,Bourgogne-Franche-Comte,2024-04-16,7.76,5054.83,1.263,67.1,0.904,-0.416,0.408,0.227,0.304,0.3
HAPPY_013894,France,Occitanie,2024-11-08,4.525,30223.83,1.006,80.6,1.099,-0.364,0.757,0.529,0.702,0.77
HAPPY_009653,South Korea,Gyeongsang,2018-10-23,4.039,27009.62,1.66,52.2,0.681,0.491,0.635,0.877,0.059,0.325
HAPPY_009968,Germany,Saxony-Anhalt,2019-05-21,2.855,5617.98,1.84,60.7,0.437,0.287,0.37,0.542,0.297,0.599
HAPPY_013171,Germany,Thuringia,2023-10-12,3.843,10271.9,1.901,56.9,0.752,0.039,0.267,0.682,0.649,0.493
HAPPY_000309,UK,Northern Ireland,2022-10-15,3.469,9271.98,1.751,69.6,1.012,0.119,0.296,0.686,0.702,0.124
HAPPY_012956,UK,West Midlands,2020-04-21,6.016,8439.79,1.478,57.2,0.675,-0.119,0.39,0.33,0.555,0.523
HAPPY_001609,Mexico,Mexico City,2016-09-23,8.035,53358.23,1.755,69.4,0.654,0.214,0.428,0.803,0.256,0.283
HAPPY_015516,Australia,Australian Capital Territory,2019-05-02,4.88,11350.66,0.637,81.2,0.781,-0.265,0.128,0.688,0.209,0.514
HAPPY_008697,Japan,Ibaraki,2017-07-21,4.826,22927.51,1.172,82.4,0.911,0.217,0.451,0.419,0.631,0.38
HAPPY_011288,Spain,Asturias,2018-10-19,6.957,7791.49,1.331,81.0,0.717,-0.024,0.619,0.657,0.114,0.411
HAPPY_005248,Spain,Canary Islands,2022-01-02,2.911,4444.1,0.687,48.0,,-0.073,0.138,0.755,0.735,0.304
HAPPY_000906,Japan,Miyagi,2019-01-19,7.715,15664.52,1.02,78.3,0.45,0.044,0.5,0.239,0.188,0.205
HAPPY_008910,France,Bourgogne-Franche-Comte,2024-08-03,6.22,7658.95,1.643,66.1,0.772,-0.458,0.503,0.656,0.586,0.577
HAPPY_014943,China,Shaanxi,2021-01-02,4.613,15404.71,0.99,68.7,1.426,0.5,0.217,0.719,0.51,0.57
HAPPY_004417,South Korea,Incheon,2024-10-27,2.67,18844.0,1.042,60.1,0.538,-0.167,0.486,0.676,0.293,0.389
HAPPY_014480,Iran,Mazandaran,2021-10-18,7.616,6960.76,1.314,58.3,1.203,0.244,0.122,0.213,0.553,0.343
HAPPY_014627,Spain,Castile and Leon,2019-08-02,8.079,39127.27,0.967,57.2,0.624,-0.5,0.282,0.657,0.633,0.084
HAPPY_010943,Iran,West Azerbaijan,2019-12-04,3.46,6684.3,1.134,77.8,0.761,0.444,0.089,,0.369,0.23
HAPPY_008395,UK,West Midlands,2021-01-26,7.014,2142.33,1.907,77.6,1.068,-0.5,0.466,0.723,0.413,0.374
HAPPY_003851,USA,Ohio,2017-08-18,6.196,7725.91,1.987,67.5,1.173,-0.23,0.676,0.771,0.753,0.646
HAPPY_011143,Turkey,Diyarbakir,2022-10-05,5.307,2244.46,1.395,71.3,1.318,-0.077,0.492,0.671,0.555,0.156
HAPPY_014068,Spain,Valencia,2020-07-03,4.415,17887.81,0.761,83.5,0.47,0.386,0.485,0.511,,0.215
HAPPY_010370,Russia,Moscow Oblast,2015-10-25,4.105,14635.68,,71.3,1.041,0.392,0.664,0.804,0.133,0.973
HAPPY_014711,Australia,Western Australia,2019-07-26,4.446,9383.78,0.815,,0.904,-0.073,0.622,0.474,0.378,0.601
HAPPY_014194,South Africa,KwaZulu-Natal,2018-09-04,5.436,4621.24,1.888,85.0,1.147,0.5,0.043,0.848,0.574,0.406
HAPPY_006436,Canada,Manitoba,2020-05-02,5.996,50955.68,1.741,56.6,0.337,-0.223,0.389,0.71,0.579,0.182
HAPPY_009232,UK,Scotland,2023-01-22,5.954,10723.8,1.663,54.3,1.046,0.008,0.221,0.425,0.757,0.342
HAPPY_014786,Brazil,Rio de Janeiro,2022-12-27,4.348,43756.69,1.87,,0.707,0.145,0.368,0.8,0.169,0.412
HAPPY_002310,France,Corsica,2019-11-22,2.671,13646.09,0.877,45.0,0.991,-0.12,0.251,0.851,0.485,0.32
HAPPY_003179,Iran,Golestan,2015-04-13,7.777,37525.25,0.398,77.0,1.24,-0.306,0.775,0.456,0.467,0.414
HAPPY_011803,Iran,West Azerbaijan,2020-09-16,6.931,15279.15,1.714,53.0,0.727,0.066,0.591,0.74,0.059,0.281
HAPPY_015063,Spain,Extremadura,2015-03-02,7.63,14831.28,1.443,63.2,0.892,-0.341,0.415,0.574,0.341,0.102
HAPPY_015559,Iran,Ardabil,2016-11-06,2.805,23356.12,1.936,60.9,1.257,-0.126,0.197,0.871,0.369,0.309
HAPPY_014377,South Africa,Mpumalanga,2016-12-21,5.983,26985.34,1.457,81.0,0.97,-0.45,0.902,0.709,0.57,0.665
HAPPY_002146,Russia,Saint Petersburg,2023-09-19,6.768,11416.49,1.498,85.0,1.133,-0.046,0.58,0.602,0.529,0.212
HAPPY_003091,China,Hebei,2019-11-07,5.153,20892.08,0.93,58.1,0.602,-0.084,0.532,0.7,0.271,0.653
HAPPY_010563,Australia,Victoria,2019-07-15,4.855,,1.804,63.2,0.512,-0.273,0.193,0.822,0.07,0.415
HAPPY_007531,USA,Washington,2024-02-13,4.99,9316.67,0.788,66.5,0.549,-0.5,0.548,0.806,0.177,0.263
HAPPY_000262,France,Corsica,2018-03-06,6.452,3235.64,1.16,66.2,0.901,0.295,0.217,0.427,0.657,0.54
HAPPY_005591,South Africa,Limpopo,2018-03-07,4.284,7124.66,1.722,60.5,0.536,-0.372,0.358,0.76,0.066,0.21
HAPPY_003037,Japan,Chiba,2024-12-07,7.68,5667.95,1.577,77.2,0.987,-0.119,0.631,0.51,0.611,0.391
HAPPY_003364,Mexico,Coahuila,2023-04-05,4.014,3433.05,,71.8,0.965,-0.058,0.675,0.641,0.043,0.439
HAPPY_012458,Italy,Lazio,2015-02-27,7.198,26187.24,1.789,60.4,0.316,0.127,0.613,0.554,0.179,0.178
HAPPY_004202,Australia,Western Australia,2022-09-11,5.705,13026.25,1.295,65.7,0.607,-0.131,0.358,0.333,0.303,0.512
HAPPY_006697,Italy,Apulia,2022-04-14,3.855,3517.94,1.769,48.8,0.875,-0.091,0.71,0.725,0.851,0.044
HAPPY_010302,Mexico,State of Mexico,2020-09-09,6.027,69824.72,1.045,58.7,0.64,0.256,0.196,0.69,0.153,0.623
HAPPY_010048,Italy,Campania,2024-02-24,4.525,3185.0,,81.3,0.874,0.325,0.648,0.704,0.451,0.34
HAPPY_012064,Australia,Australian Capital Territory,2024-07-18,4.068,27433.56,0.964,59.4,0.789,0.203,0.397,0.65,0.635,0.218
HAPPY_014445,France,Normandy,2021-12-08,6.37,20574.13,1.934,68.8,0.342,0.255,0.619,0.723,0.226,0.364
HAPPY_009286,South Africa,Northern Cape,2023-11-03,7.895,6869.04,1.575,83.8,1.202,-0.209,0.608,0.808,0.247,0.178
HAPPY_009247,Italy,Emilia-Romagna,2018-01-09,4.408,2551.5,1.823,85.0,0.837,0.199,0.694,0.993,,0.124
HAPPY_004098,Italy,Liguria,2020-03-04,6.617,31867.41,1.736,80.4,1.112,0.09,0.927,0.858,0.774,0.521
HAPPY_001472,Australia,Victoria,2015-11-14,7.659,16616.54,0.989,57.6,0.7,-0.238,0.533,0.738,0.355,0.767
HAPPY_013979,China,Yunnan,2020-08-06,8.048,29122.37,1.036,79.0,0.905,-0.414,0.617,0.49,0.392,0.232
HAPPY_006395,Iran,Gilan,2017-01-06,3.808,6734.92,1.71,49.3,0.721,0.128,0.571,0.435,0.524,0.453
HAPPY_002272,Germany,Saxony,2023-04-08,6.163,,1.794,52.8,1.334,0.12,0.347,0.428,0.541,0.086
HAPPY_005688,Germany,Hamburg,2019-02-15,8.257,9395.19,1.634,80.7,0.449,0.5,,0.598,0.506,0.611
HAPPY_007372,Italy,Calabria,2015-12-21,,26579.34,1.335,85.0,1.34,0.166,0.077,0.674,0.308,0.466
HAPPY_005740,France,Hauts-de-France,2018-11-22,8.336,14816.3,1.457,83.3,0.767,-0.373,0.313,0.45,0.112,0.487
HAPPY_010613,Mexico,Chiapas,2024-11-24,5.626,30832.32,1.84,53.9,1.102,-0.251,0.287,0.509,0.097,0.086
HAPPY_005600,USA,Arizona,2023-09-23,3.155,12945.22,1.631,59.1,0.883,0.169,0.785,0.755,0.279,0.12
HAPPY_015953,Russia,Irkutsk Oblast,2023-07-27,3.778,,1.534,56.2,1.036,-0.132,0.05,0.094,0.154,0.426
HAPPY_004813,Spain,Cantabria,2015-06-24,5.59,14962.87,1.524,68.5,1.159,0.012,0.731,0.711,0.84,0.178
HAPPY_003610,Turkey,Manisa,2018-01-26,3.44,14383.95,0.894,74.0,0.737,0.008,0.679,0.355,0.037,0.284
HAPPY_002541,Italy,Piedmont,2021-06-24,4.659,8855.22,1.365,82.3,0.778,0.219,0.189,0.683,0.227,0.499
HAPPY_008677,Canada,Yukon,2023-08-02,6.381,21469.02,0.377,65.9,0.519,0.493,0.246,0.745,0.431,0.61
HAPPY_010615,France,Corsica,2023-10-25,3.407,7662.3,1.92,58.0,1.403,-0.301,0.101,0.679,0.143,0.194
HAPPY_000619,South Africa,Mpumalanga,2023-11-07,4.601,6082.64,1.302,66.7,0.639,-0.059,0.224,0.264,0.655,0.67
HAPPY_000804,Turkey,Istanbul,2020-09-28,4.319,3935.57,1.733,45.0,1.04,0.185,0.108,0.524,0.56,0.339
HAPPY_011307,Australia,New South Wales,2020-11-19,3.305,77651.63,1.614,69.1,1.078,0.261,0.175,0.501,0.558,0.368
HAPPY_010544,France,Nouvelle-Aquitaine,2017-09-28,7.548,3257.6,1.092,50.0,1.21,-0.372,0.129,0.667,0.276,0.224
HAPPY_002865,South Korea,Gangwon,2018-03-01,4.349,41358.38,1.743,45.0,1.4,0.36,0.307,0.3,0.813,0.299
HAPPY_008851,Brazil,Para,2019-03-14,7.78,4231.94,1.226,58.8,0.811,-0.146,0.504,0.584,0.211,0.328
HAPPY_015089,Japan,Hyogo,2024-01-10,5.045,9072.57,1.373,74.7,0.652,0.075,0.669,0.686,0.376,0.807
HAPPY_001199,Brazil,Bahia,2016-07-03,8.163,19888.5,1.602,72.0,0.821,0.5,0.252,0.672,0.332,0.442
HAPPY_005352,Italy,Abruzzo,2017-01-13,4.555,70322.17,0.941,82.8,1.278,-0.367,0.426,0.613,0.124,0.477
HAPPY_015005,South Africa,Mpumalanga,2024-09-19,5.885,15289.16,1.805,66.5,1.36,-0.259,0.228,0.338,,0.328
HAPPY_011544,Australia,Queensland,2015-03-23,3.912,27059.93,1.153,75.7,0.798,-0.136,0.346,0.553,0.149,0.37
HAPPY_014847,South Korea,Jeolla,2020-10-22,2.958,5137.65,1.666,73.2,0.909,0.14,0.57,0.474,0.408,0.614
HAPPY_001183,Italy,Lombardy,2024-03-26,5.45,35428.93,1.692,,1.133,-0.376,0.14,0.61,0.305,0.637
HAPPY_015415,USA,Illinois,2017-04-14,3.531,6810.88,0.092,67.4,0.797,0.444,0.317,0.465,0.549,0.32
HAPPY_006857,Mexico,Guanajuato,2015-01-19,6.304,11457.86,1.821,71.7,0.556,-0.287,0.082,0.332,0.448,0.511
HAPPY_008122,Iran,Sistan and Baluchestan,2024-06-10,7.156,13237.13,0.965,75.0,0.974,-0.346,0.38,0.639,0.443,0.249
HAPPY_006513,Italy,Emilia-Romagna,2017-08-19,2.532,,1.276,65.9,0.234,-0.297,0.379,0.591,0.834,0.598
HAPPY_012306,Germany,Saarland,2017-06-21,7.147,36449.56,1.785,,0.379,-0.5,0.547,0.574,0.202,0.919
HAPPY_009989,Japan,Kyoto,2015-07-10,2.508,16827.24,1.747,71.3,1.335,-0.452,,0.56,0.543,0.454
HAPPY_003901,Canada,Yukon,2017-01-24,7.949,25798.7,0.873,81.5,1.242,0.269,0.762,0.642,0.395,0.386
HAPPY_009979,Mexico,Coahuila,2023-07-27,5.862,3017.93,1.649,59.6,0.852,-0.06,,0.425,0.267,0.309
HAPPY_010458,India,Madhya Pradesh,2017-02-11,6.379,1549.26,1.72,,1.306,0.316,0.359,0.577,0.389,0.788
HAPPY_015993,Russia,Saint Petersburg,2015-10-18,5.421,4529.28,0.507,56.0,0.334,,0.437,0.562,0.566,0.129
HAPPY_014894,Germany,Berlin,2022-03-18,,20086.55,1.162,78.2,1.027,0.42,0.831,0.514,0.386,0.202
HAPPY_003218,UK,Scotland,2021-09-03,3.194,16899.83,0.527,45.0,0.518,-0.371,0.354,0.488,0.651,0.162
HAPPY_000830,Mexico,Oaxaca,2021-04-19,6.443,21270.43,1.374,68.1,0.966,-0.004,0.145,0.667,0.759,0.598
HAPPY_010508,Mexico,State of Mexico,2022-06-24,5.271,6287.55,0.801,47.7,0.25,0.076,0.647,0.689,0.291,0.69
HAPPY_014960,USA,Arizona,2016-09-12,8.169,20633.07,1.102,74.8,0.764,0.19,0.654,0.357,0.774,0.229
HAPPY_007917,Brazil,Parana,2019-01-14,4.129,51104.83,1.721,49.0,0.626,-0.064,0.305,0.618,0.73,0.611
HAPPY_009849,France,Ile-de-France,2018-04-06,4.961,37143.2,0.896,67.3,1.119,0.452,0.494,0.561,0.489,0.231
HAPPY_008972,Spain,Balearic Islands,2021-02-02,3.699,10939.86,0.981,52.5,0.863,-0.5,0.409,0.629,0.368,
HAPPY_004290,India,Madhya Pradesh,2016-09-27,5.61,10143.37,1.513,,0.939,-0.218,0.637,0.959,0.245,0.136
HAPPY_009016,Canada,Northwest Territories,2016-12-15,6.668,18195.93,1.732,65.8,1.373,-0.268,0.194,0.775,0.468,0.533
HAPPY_010661,Italy,Apulia,2020-12-03,6.158,26873.93,1.778,58.7,0.636,-0.234,0.253,0.493,0.751,0.522
HAPPY_010773,UK,Scotland,2017-01-26,2.844,40445.58,0.931,45.0,,-0.215,0.415,0.225,0.173,0.205
HAPPY_014409,Japan,Miyagi,2018-12-14,2.962,12951.89,0.93,81.7,1.186,0.142,0.492,0.714,0.657,0.692
HAPPY_002949,South Korea,Seoul,2021-10-05,7.51,11166.64,1.489,70.8,0.865,0.5,0.413,0.514,0.435,
HAPPY_014154,UK,London,2023-05-12,5.495,20516.39,1.668,49.1,0.483,0.137,0.04,0.38,0.595,0.215
HAPPY_015045,France,Hauts-de-France,2015-09-19,4.513,47524.97,1.742,57.7,0.704,-0.5,0.167,0.88,0.378,0.336
HAPPY_011584,Mexico,Michoacan,2021-04-13,2.58,10872.75,0.359,83.9,0.594,0.124,0.338,0.443,0.375,0.457
HAPPY_002148,Australia,Queensland,2016-11-19,8.269,14632.79,0.557,50.4,0.132,-0.227,,0.487,0.458,0.683
HAPPY_006931,Russia,Rostov Oblast,2018-06-17,7.712,16706.02,1.908,81.2,0.81,0.033,0.556,0.419,0.534,0.389
HAPPY_014290,India,Odisha,2017-03-17,3.279,13105.31,1.31,60.6,0.616,-0.277,0.293,0.636,0.163,0.711
HAPPY_004232,Japan,Tokyo,2021-12-13,2.941,20319.6,1.584,68.8,1.02,-0.01,0.329,0.645,0.519,0.14
HAPPY_013627,France,Grand Est,2018-05-10,8.003,2975.52,1.996,53.8,0.64,-0.006,0.478,0.569,0.371,0.603
HAPPY_004809,Germany,Hesse,2024-08-26,2.905,11280.96,1.301,67.9,0.728,-0.093,0.499,0.647,0.742,
HAPPY_009785,Brazil,Para,2015-06-19,7.942,105712.36,0.914,60.1,1.16,0.152,0.523,0.475,0.612,0.292
HAPPY_000263,China,Heilongjiang,2019-09-02,7.604,38740.5,0.69,66.2,0.546,0.5,0.295,0.301,0.348,0.493
HAPPY_012563,Italy,Sicily,2015-09-13,7.752,6139.45,0.821,54.0,0.998,-0.392,0.636,0.084,,0.414
HAPPY_014712,Brazil,Bahia,2019-01-25,4.322,17502.17,1.509,57.4,0.85,-0.5,0.207,0.565,0.789,0.312
HAPPY_008296,Mexico,Chiapas,2016-06-23,3.142,14638.66,1.958,70.0,1.155,-0.299,0.816,0.683,,0.957
HAPPY_000145,Japan,Tokyo,2015-08-03,6.704,5523.47,1.665,60.3,0.537,0.094,0.465,0.454,0.855,0.085
HAPPY_013887,India,Tamil Nadu,2016-03-28,4.836,25963.93,1.406,50.8,0.542,-0.021,0.285,0.719,0.088,0.402
HAPPY_007271,Brazil,Paraiba,2019-02-11,5.806,12156.99,1.629,61.7,1.097,-0.028,0.324,0.452,0.853,0.083
HAPPY_015439,China,Henan,2021-09-10,5.755,46997.46,1.477,77.6,1.078,-0.194,0.463,0.677,0.246,0.121
HAPPY_000526,France,Provence-Alpes-Cote d'Azur,2023-12-01,7.754,20333.17,0.387,48.0,0.672,-0.061,0.24,0.815,0.57,0.473
HAPPY_009341,Russia,Republic of Tatarstan,2017-10-28,7.299,17067.91,0.421,63.8,1.357,0.218,0.715,0.764,0.399,0.218
HAPPY_003516,Japan,Saitama,2021-07-22,3.582,3980.78,0.248,54.9,1.32,0.217,0.863,0.527,0.234,0.388
HAPPY_006024,China,Guangxi,2018-08-20,4.378,10328.0,1.168,72.9,0.97,-0.5,0.571,0.612,0.546,0.319
HAPPY_002346,Australia,New South Wales,2017-02-24,3.976,92275.6,1.12,55.7,0.78,-0.272,0.173,0.468,0.675,0.109
HAPPY_004363,Canada,Newfoundland and Labrador,2016-05-07,7.717,21456.59,1.716,72.3,0.818,-0.473,0.509,0.675,0.456,0.479
HAPPY_014150,India,Tamil Nadu,2021-05-28,3.164,23856.9,1.969,63.8,0.97,0.218,0.264,0.337,0.662,0.668
HAPPY_002133,Turkey,Balikesir,2022-01-09,5.025,4833.52,1.04,85.0,,0.277,0.259,0.46,0.285,0.672
HAPPY_008039,Australia,Western Australia,2023-04-22,3.045,3612.1,0.658,78.5,0.59,0.438,0.252,0.571,0.309,0.274
HAPPY_002543,Spain,Murcia,2022-09-16,7.441,6841.69,1.448,45.0,0.689,-0.096,0.272,0.565,0.662,0.436
HAPPY_015798,Mexico,Michoacan,2016-03-28,5.493,24883.04,1.543,81.9,1.153,0.182,0.305,0.578,0.263,0.245
HAPPY_007507,USA,North Carolina,2023-12-16,3.815,25984.58,1.601,73.1,0.464,-0.046,0.142,0.988,0.185,
